provider,model,id,type,n_fields,final_n,checkpoint_n,all_final_pass,all_checkpoint_pass
anthropic,claude-sonnet-4-5-20250929,bandpass_response_000,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_001,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_002,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_003,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_004,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_005,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_006,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_007,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_008,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_009,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_010,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_011,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_012,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_013,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_014,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_015,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_016,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_017,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_018,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_019,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_020,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_021,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_022,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_023,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_024,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_025,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_026,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_027,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_028,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bandpass_response_029,bandpass_response,5,2,3,False,False
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_000,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_001,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_002,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_003,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_004,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_005,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_006,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_007,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_008,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_009,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_010,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_011,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_012,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_013,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_014,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_015,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_016,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_017,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_018,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_019,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_020,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_021,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_022,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_023,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_024,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_025,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_026,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_027,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_028,bode_magnitude,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,bode_magnitude_029,bode_magnitude,4,2,2,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_000,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_001,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_002,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_003,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_004,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_005,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_006,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_007,bode_phase,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,bode_phase_008,bode_phase,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_009,bode_phase,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_010,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_011,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_012,bode_phase,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_013,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_014,bode_phase,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_015,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_016,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_017,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_018,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_019,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_020,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_021,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_022,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_023,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_024,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_025,bode_phase,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,bode_phase_026,bode_phase,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,bode_phase_027,bode_phase,3,2,1,True,True
anthropic,claude-sonnet-4-5-20250929,bode_phase_028,bode_phase,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,bode_phase_029,bode_phase,3,2,1,False,True
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_000,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_001,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_002,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_003,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_004,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_005,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_006,fft_spectrum,3,2,1,True,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_007,fft_spectrum,3,2,1,True,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_008,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_009,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_010,fft_spectrum,3,2,1,True,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_011,fft_spectrum,3,2,1,True,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_012,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_013,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_014,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_015,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_016,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_017,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_018,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_019,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_020,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_021,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_022,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_023,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_024,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_025,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_026,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_027,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_028,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,fft_spectrum_029,fft_spectrum,3,2,1,False,False
anthropic,claude-sonnet-4-5-20250929,iv_diode_000,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_001,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_002,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_003,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_004,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_005,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_006,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_007,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_008,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_009,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_010,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_011,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_012,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_013,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_014,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_015,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_016,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_017,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_018,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_019,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_020,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_021,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_022,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_023,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_024,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_025,iv_diode,2,2,0,False,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_026,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_027,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_028,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_diode_029,iv_diode,2,2,0,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_000,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_001,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_002,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_003,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_004,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_005,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_006,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_007,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_008,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_009,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_010,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_011,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_012,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_013,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_014,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_015,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_016,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_017,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_018,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_019,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_020,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_021,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_022,iv_resistor,2,1,1,False,False
anthropic,claude-sonnet-4-5-20250929,iv_resistor_023,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_024,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_025,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_026,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_027,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_028,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,iv_resistor_029,iv_resistor,2,1,1,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_000,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_001,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_002,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_003,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_004,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_005,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_006,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_007,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_008,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_009,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_010,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_011,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_012,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_013,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_014,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_015,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_016,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_017,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_018,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_019,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_020,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_021,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_022,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_023,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_024,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_025,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_026,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_027,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_028,pole_zero,4,4,0,False,True
anthropic,claude-sonnet-4-5-20250929,pole_zero_029,pole_zero,4,4,0,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_000,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_001,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_002,pump_curve,4,2,2,False,False
anthropic,claude-sonnet-4-5-20250929,pump_curve_003,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_004,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_005,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_006,pump_curve,4,2,2,False,False
anthropic,claude-sonnet-4-5-20250929,pump_curve_007,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_008,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_009,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_010,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_011,pump_curve,4,2,2,False,False
anthropic,claude-sonnet-4-5-20250929,pump_curve_012,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_013,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_014,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_015,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_016,pump_curve,4,2,2,True,True
anthropic,claude-sonnet-4-5-20250929,pump_curve_017,pump_curve,4,2,2,True,True
